,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Alavés,Pau Cabanes,ESP,"MF,FW",19,2005,2.1,0,2,1,50.0,0.96,0.48,0.0,0.0,26.6,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,2425,Alavés,Pica,ESP,DF,22,2002,5.5,0,4,1,25.0,0.72,0.18,0.0,0.0,10.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3
ESP-La Liga,2425,Alavés,Santiago Mouriño,URU,DF,22,2002,20.5,0,13,3,23.1,0.63,0.15,0.0,0.0,15.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9
ESP-La Liga,2425,Alavés,Stoichkov,ESP,"MF,FW",30,1993,7.8,0,18,3,16.7,2.32,0.39,0.0,0.0,19.8,1,0,0,1.1,1.1,0.06,-1.1,-1.1
ESP-La Liga,2425,Alavés,Tomás Conechny,ARG,"FW,MF",26,1998,9.4,1,22,10,45.5,2.34,1.06,0.05,0.1,18.3,2,0,0,2.4,2.4,0.11,-1.4,-1.4
ESP-La Liga,2425,Alavés,Toni Martínez,ESP,FW,27,1997,11.2,4,46,15,32.6,4.09,1.33,0.09,0.27,17.1,0,0,0,3.6,3.6,0.08,0.4,0.4
ESP-La Liga,2425,Athletic Club,Adama Boiro,ESP,"DF,FW",22,2002,12.2,0,5,0,0.0,0.41,0.0,0.0,,14.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ESP-La Liga,2425,Athletic Club,Adu Ares,ESP,FW,22,2001,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Athletic Club,Aingeru Olabarrieta,ESP,FW,18,2005,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Athletic Club,Aitor Paredes,ESP,DF,24,2000,20.1,3,6,3,50.0,0.3,0.15,0.5,1.0,4.7,0,0,0,2.3,2.3,0.38,0.7,0.7
ESP-La Liga,2425,Athletic Club,Alex Padilla,ESP,GK,20,2003,3.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Athletic Club,Ander Herrera,ESP,MF,34,1989,3.0,0,7,3,42.9,2.31,0.99,0.0,0.0,24.2,0,0,1,1.7,0.9,0.16,-1.7,-0.9
ESP-La Liga,2425,Athletic Club,Andoni Gorosabel,ESP,DF,27,1996,16.5,0,2,1,50.0,0.12,0.06,0.0,0.0,22.2,0,0,0,0.3,0.3,0.17,-0.3,-0.3
ESP-La Liga,2425,Athletic Club,Beñat Prados,ESP,MF,23,2001,19.1,1,16,5,31.3,0.84,0.26,0.06,0.2,20.1,0,0,0,1.0,1.0,0.06,0.0,0.0
ESP-La Liga,2425,Athletic Club,Daniel Vivian,ESP,DF,25,1999,29.0,4,18,5,27.8,0.62,0.17,0.22,0.8,13.8,0,0,0,1.9,1.9,0.11,2.1,2.1
ESP-La Liga,2425,Athletic Club,Endika Buján,ESP,FW,21,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Athletic Club,Gorka Guruzeta,ESP,FW,27,1996,20.4,7,59,19,32.2,2.89,0.93,0.12,0.37,13.6,0,0,0,6.7,6.6,0.11,0.3,0.4
ESP-La Liga,2425,Athletic Club,Iñaki Williams,GHA,FW,30,1994,29.5,6,63,24,38.1,2.14,0.81,0.1,0.25,16.4,0,0,0,7.6,7.6,0.12,-1.6,-1.6
ESP-La Liga,2425,Athletic Club,Iñigo Lekue,ESP,DF,31,1993,8.6,0,2,0,0.0,0.23,0.0,0.0,,18.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2
ESP-La Liga,2425,Athletic Club,Iñigo Ruiz de Galarreta,ESP,MF,30,1993,16.4,0,11,1,9.1,0.67,0.06,0.0,0.0,24.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5
ESP-La Liga,2425,Athletic Club,Javi Martón,ESP,"FW,MF",25,1999,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Athletic Club,Julen Agirrezabala,ESP,GK,23,2000,13.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Athletic Club,Maroan Sannadi,MAR,FW,23,2001,8.4,1,19,7,36.8,2.27,0.84,0.05,0.14,15.1,0,0,0,3.5,3.5,0.18,-2.5,-2.5
ESP-La Liga,2425,Athletic Club,Mikel Jauregizar,ESP,MF,20,2003,24.9,2,21,8,38.1,0.84,0.32,0.1,0.25,22.1,0,0,0,1.1,1.1,0.05,0.9,0.9
ESP-La Liga,2425,Athletic Club,Mikel Vesga,ESP,MF,31,1993,11.0,0,5,2,40.0,0.46,0.18,0.0,0.0,21.6,0,0,1,1.2,0.4,0.08,-1.2,-0.4
ESP-La Liga,2425,Athletic Club,Nico Williams,ESP,FW,22,2002,22.2,5,54,19,35.2,2.43,0.86,0.09,0.26,17.6,1,0,0,4.2,4.2,0.08,0.8,0.8
ESP-La Liga,2425,Athletic Club,Nicolás Serrano,ESP,FW,21,2003,1.2,0,5,1,20.0,4.02,0.8,0.0,0.0,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ESP-La Liga,2425,Athletic Club,Oihan Sancet,ESP,MF,24,2000,18.0,15,47,17,36.2,2.61,0.94,0.26,0.71,16.7,1,3,3,9.7,7.3,0.16,5.3,4.7
ESP-La Liga,2425,Athletic Club,Peio Canales,ESP,"MF,FW",19,2005,2.9,0,3,0,0.0,1.04,0.0,0.0,,21.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ESP-La Liga,2425,Athletic Club,Unai Gómez,ESP,"MF,FW",21,2003,14.3,1,19,4,21.1,1.33,0.28,0.05,0.25,17.5,1,0,0,1.9,1.9,0.1,-0.9,-0.9
ESP-La Liga,2425,Athletic Club,Unai Núñez,ESP,DF,27,1997,7.2,0,1,0,0.0,0.14,0.0,0.0,,3.3,0,0,0,0.2,0.2,0.23,-0.2,-0.2
ESP-La Liga,2425,Athletic Club,Unai Simón,ESP,GK,27,1997,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Athletic Club,Yeray Álvarez,ESP,DF,29,1995,19.8,1,9,2,22.2,0.45,0.1,0.11,0.5,15.5,0,0,0,0.5,0.5,0.05,0.5,0.5
ESP-La Liga,2425,Athletic Club,Yuri Berchiche,ESP,DF,34,1990,22.7,0,16,4,25.0,0.7,0.18,0.0,0.0,25.2,2,0,0,0.6,0.6,0.04,-0.6,-0.6
ESP-La Liga,2425,Athletic Club,Álex Berenguer,ESP,"FW,MF",29,1995,26.0,6,51,18,35.3,1.96,0.69,0.12,0.33,18.4,3,0,1,6.8,6.0,0.12,-0.8,0.0
ESP-La Liga,2425,Athletic Club,Álvaro djaló,ESP,FW,24,1999,7.3,1,15,3,20.0,2.05,0.41,0.07,0.33,18.5,0,0,0,0.8,0.8,0.06,0.2,0.2
ESP-La Liga,2425,Athletic Club,Óscar de Marcos,ESP,DF,35,1989,17.4,0,8,2,25.0,0.46,0.12,0.0,0.0,19.7,0,0,0,1.0,1.0,0.12,-1.0,-1.0
ESP-La Liga,2425,Atlético Madrid,Adrian Niño,ESP,FW,20,2004,0.1,0,2,0,0.0,15.0,0.0,0.0,,13.9,0,0,0,0.2,0.2,0.1,-0.2,-0.2
ESP-La Liga,2425,Atlético Madrid,Alexander Sørloth,NOR,FW,28,1995,17.4,20,78,40,51.3,4.48,2.3,0.24,0.48,12.0,0,1,1,16.8,16.0,0.21,3.2,3.0
ESP-La Liga,2425,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",33,1991,27.4,8,48,17,35.4,1.75,0.62,0.15,0.41,18.5,5,1,2,7.4,5.9,0.13,0.6,1.1
ESP-La Liga,2425,Atlético Madrid,Axel Witsel,BEL,DF,35,1989,9.5,0,1,0,0.0,0.11,0.0,0.0,,10.1,0,0,0,0.0,0.0,0.03,0.0,0.0
ESP-La Liga,2425,Atlético Madrid,Clément Lenglet,FRA,DF,29,1995,21.9,2,10,4,40.0,0.46,0.18,0.2,0.5,14.9,1,0,0,2.4,2.4,0.24,-0.4,-0.4
ESP-La Liga,2425,Atlético Madrid,Conor Gallagher,ENG,MF,24,2000,18.1,3,22,4,18.2,1.21,0.22,0.14,0.75,19.7,0,0,0,2.8,2.8,0.13,0.2,0.2
ESP-La Liga,2425,Atlético Madrid,César Azpilicueta,ESP,DF,34,1989,9.7,1,5,2,40.0,0.51,0.21,0.2,0.5,17.8,0,0,0,0.2,0.2,0.05,0.8,0.8
ESP-La Liga,2425,Atlético Madrid,Giuliano Simeone,ARG,MF,21,2002,21.4,2,22,7,31.8,1.03,0.33,0.09,0.29,14.5,0,0,0,2.2,2.2,0.1,-0.2,-0.2
ESP-La Liga,2425,Atlético Madrid,Jan Oblak,SVN,GK,31,1993,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Atlético Madrid,Javi Galán,ESP,DF,29,1994,19.8,0,9,0,0.0,0.45,0.0,0.0,,24.3,0,0,0,0.2,0.2,0.02,-0.2,-0.2
ESP-La Liga,2425,Atlético Madrid,José María Giménez,URU,DF,29,1995,22.2,0,5,1,20.0,0.23,0.05,0.0,0.0,8.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4
ESP-La Liga,2425,Atlético Madrid,Juan Musso,ARG,GK,30,1994,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Atlético Madrid,Julián Álvarez,ARG,FW,24,2000,27.9,17,70,36,51.4,2.51,1.29,0.19,0.36,18.3,5,4,4,14.1,11.0,0.16,2.9,2.0
ESP-La Liga,2425,Atlético Madrid,Koke,ESP,MF,32,1992,21.4,1,11,4,36.4,0.51,0.19,0.09,0.25,22.6,0,0,0,1.1,1.1,0.1,-0.1,-0.1
ESP-La Liga,2425,Atlético Madrid,Marcos Llorente,ESP,"DF,MF",29,1995,27.9,2,16,5,31.3,0.57,0.18,0.13,0.4,19.2,0,0,0,0.8,0.8,0.05,1.2,1.2
ESP-La Liga,2425,Atlético Madrid,Nahuel Molina,ARG,DF,26,1998,17.7,0,9,1,11.1,0.51,0.06,0.0,0.0,19.4,0,0,0,0.8,0.8,0.09,-0.8,-0.8
ESP-La Liga,2425,Atlético Madrid,Pablo Barrios,ESP,MF,21,2003,25.9,1,29,8,27.6,1.12,0.31,0.03,0.13,23.1,0,0,0,1.3,1.3,0.05,-0.3,-0.3
ESP-La Liga,2425,Atlético Madrid,Reinildo Mandava,MOZ,DF,30,1994,10.5,0,1,1,100.0,0.1,0.1,0.0,0.0,9.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ESP-La Liga,2425,Atlético Madrid,Robin Le Normand,ESP,DF,27,1996,23.9,1,11,3,27.3,0.46,0.13,0.09,0.33,8.6,0,0,0,1.5,1.5,0.13,-0.5,-0.5
ESP-La Liga,2425,Atlético Madrid,Rodrigo De Paul,ARG,MF,30,1994,23.4,3,19,4,21.1,0.81,0.17,0.16,0.75,24.3,0,0,0,1.3,1.3,0.07,1.7,1.7
ESP-La Liga,2425,Atlético Madrid,Rodrigo Riquelme,ESP,"MF,DF",24,2000,5.7,0,14,4,28.6,2.44,0.7,0.0,0.0,17.7,1,0,0,0.9,0.9,0.06,-0.9,-0.9
ESP-La Liga,2425,Atlético Madrid,Samuel Lino,BRA,"MF,DF",24,1999,17.2,3,45,18,40.0,2.61,1.04,0.07,0.17,16.3,0,0,0,6.0,6.0,0.13,-3.0,-3.0
ESP-La Liga,2425,Atlético Madrid,Thomas Lemar,FRA,MF,28,1995,0.9,0,2,1,50.0,2.12,1.06,0.0,0.0,23.4,1,0,0,0.3,0.3,0.14,-0.3,-0.3
ESP-La Liga,2425,Atlético Madrid,Ángel Correa,ARG,"FW,MF",29,1995,8.9,4,34,14,41.2,3.8,1.57,0.12,0.29,13.9,0,0,0,4.5,4.5,0.13,-0.5,-0.5
ESP-La Liga,2425,Barcelona,Alejandro Balde,ESP,DF,20,2003,25.4,0,12,3,25.0,0.47,0.12,0.0,0.0,22.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5
ESP-La Liga,2425,Barcelona,Andreas Christensen,DEN,DF,28,1996,2.8,0,1,0,0.0,0.35,0.0,0.0,,12.3,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,2425,Barcelona,Ansu Fati,ESP,FW,21,2002,2.6,0,12,5,41.7,4.64,1.93,0.0,0.0,17.1,0,0,0,1.0,1.0,0.08,-1.0,-1.0
ESP-La Liga,2425,Barcelona,Dani Olmo,ESP,"MF,FW",26,1998,13.5,10,40,15,37.5,2.97,1.11,0.2,0.53,18.1,1,2,2,6.5,4.9,0.12,3.5,3.1
ESP-La Liga,2425,Barcelona,Daniel Rodriguez,ESP,FW,18,2005,0.4,0,2,0,0.0,4.86,0.0,0.0,,22.2,0,0,0,0.0,0.0,0.01,0.0,0.0
ESP-La Liga,2425,Barcelona,Eric García,ESP,"DF,MF",23,2001,17.4,2,14,8,57.1,0.8,0.46,0.14,0.25,10.7,0,0,0,2.3,2.3,0.17,-0.3,-0.3
ESP-La Liga,2425,Barcelona,Fermin López,ESP,"MF,FW",21,2003,13.9,6,41,15,36.6,2.95,1.08,0.15,0.4,18.0,0,0,0,5.6,5.6,0.14,0.4,0.4
ESP-La Liga,2425,Barcelona,Ferrán Torres,ESP,"FW,MF",24,2000,12.3,10,48,22,45.8,3.91,1.79,0.21,0.45,14.6,2,0,0,8.0,8.0,0.17,2.0,2.0
ESP-La Liga,2425,Barcelona,Frenkie de Jong,NED,MF,27,1997,12.7,2,5,3,60.0,0.39,0.24,0.4,0.67,17.0,0,0,0,0.7,0.7,0.13,1.3,1.3
ESP-La Liga,2425,Barcelona,Gavi,ESP,"MF,FW",19,2004,12.1,1,11,1,9.1,0.91,0.08,0.09,1.0,15.3,0,0,0,0.9,0.9,0.08,0.1,0.1
ESP-La Liga,2425,Barcelona,Gerard Martín,ESP,DF,22,2002,11.5,1,7,2,28.6,0.61,0.17,0.14,0.5,16.6,0,0,0,0.5,0.5,0.07,0.5,0.5
ESP-La Liga,2425,Barcelona,Héctor Fort,ESP,DF,17,2006,6.5,0,6,0,0.0,0.92,0.0,0.0,,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ESP-La Liga,2425,Barcelona,Iñaki Peña,ESP,GK,25,1999,15.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Barcelona,Iñigo Martínez,ESP,DF,33,1991,27.7,0,13,2,15.4,0.47,0.07,0.0,0.0,13.5,0,0,0,0.5,0.5,0.04,-0.5,-0.5
ESP-La Liga,2425,Barcelona,Jules Koundé,FRA,DF,25,1998,28.9,2,18,6,33.3,0.62,0.21,0.11,0.33,14.1,0,0,0,1.8,1.8,0.11,0.2,0.2
ESP-La Liga,2425,Barcelona,Lamine Yamal,ESP,FW,17,2007,31.7,9,144,46,31.9,4.54,1.45,0.06,0.2,19.4,0,0,0,9.8,9.8,0.07,-0.8,-0.8
ESP-La Liga,2425,Barcelona,Marc Bernal,ESP,MF,17,2007,2.7,0,2,1,50.0,0.74,0.37,0.0,0.0,26.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2425,Barcelona,Marc Casado,ESP,MF,20,2003,17.9,1,14,1,7.1,0.78,0.06,0.07,1.0,22.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1
ESP-La Liga,2425,Barcelona,Marc-André ter Stegen,GER,GK,32,1992,7.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Barcelona,Pablo Torre,ESP,"MF,FW",21,2003,3.4,3,6,4,66.7,1.74,1.16,0.5,0.75,23.5,1,0,0,0.4,0.4,0.06,2.6,2.6
ESP-La Liga,2425,Barcelona,Pau Cubarsí,ESP,DF,17,2007,29.1,0,8,0,0.0,0.28,0.0,0.0,,8.9,0,0,0,0.8,0.8,0.1,-0.8,-0.8
ESP-La Liga,2425,Barcelona,Pau Victor,ESP,FW,22,2001,3.5,2,14,8,57.1,3.95,2.26,0.14,0.25,15.2,0,0,0,3.0,3.0,0.22,-1.0,-1.0
ESP-La Liga,2425,Barcelona,Pedri,ESP,MF,21,2002,32.0,4,25,11,44.0,0.78,0.34,0.16,0.36,19.6,0,0,0,2.2,2.2,0.09,1.8,1.8
ESP-La Liga,2425,Barcelona,Raphinha,BRA,"FW,MF",27,1996,31.5,18,112,40,35.7,3.55,1.27,0.14,0.4,19.1,18,2,2,19.2,17.6,0.16,-1.2,-1.6
ESP-La Liga,2425,Barcelona,Robert Lewandowski,POL,FW,35,1988,29.6,27,111,45,40.5,3.75,1.52,0.22,0.53,13.2,5,3,4,27.1,24.0,0.22,-0.1,0.0
ESP-La Liga,2425,Barcelona,Ronald Araújo,URU,DF,25,1999,8.4,1,4,2,50.0,0.48,0.24,0.25,0.5,11.8,0,0,0,1.0,1.0,0.24,0.0,0.0
ESP-La Liga,2425,Barcelona,Sergi Dominguez,ESP,DF,19,2005,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Barcelona,Wojciech Szczęsny,POL,GK,34,1990,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Betis,Abde Ezzalzouli,MAR,"FW,MF",22,2001,22.0,2,61,25,41.0,2.77,1.13,0.03,0.08,15.6,1,0,1,8.0,7.2,0.12,-6.0,-5.2
ESP-La Liga,2425,Betis,Adrián,ESP,GK,37,1987,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Betis,Aitor Ruibal,ESP,"DF,FW",28,1996,14.6,1,16,4,25.0,1.1,0.27,0.06,0.25,19.0,0,0,0,0.9,0.9,0.06,0.1,0.1
ESP-La Liga,2425,Betis,Antony,BRA,FW,24,2000,15.1,5,43,17,39.5,2.84,1.12,0.12,0.29,19.9,1,0,0,2.9,2.9,0.07,2.1,2.1
ESP-La Liga,2425,Betis,Assane Diao,SEN,FW,18,2005,3.1,1,7,1,14.3,2.27,0.32,0.14,1.0,14.4,0,0,0,0.8,0.8,0.11,0.2,0.2
ESP-La Liga,2425,Betis,Carlos Guirao,ESP,MF,21,2003,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Betis,Cucho,COL,FW,25,1999,12.7,5,43,11,25.6,3.4,0.87,0.12,0.45,15.9,0,0,0,3.8,3.8,0.09,1.2,1.2
ESP-La Liga,2425,Betis,Cédric Bakambu,COD,FW,33,1991,7.9,2,24,11,45.8,3.04,1.39,0.08,0.18,13.7,0,0,0,3.2,3.2,0.13,-1.2,-1.2
ESP-La Liga,2425,Betis,Diego Llorente,ESP,DF,30,1993,28.0,2,11,4,36.4,0.39,0.14,0.18,0.5,11.3,0,0,0,1.5,1.5,0.14,0.5,0.5
ESP-La Liga,2425,Betis,Ezequiel Ávila,ARG,FW,30,1994,7.5,2,20,10,50.0,2.66,1.33,0.1,0.2,17.9,0,0,0,1.5,1.5,0.08,0.5,0.5
ESP-La Liga,2425,Betis,Fran Vieites,ESP,GK,25,1999,4.0,0,1,1,100.0,0.25,0.25,0.0,0.0,13.0,0,0,0,0.0,0.0,0.03,0.0,0.0
ESP-La Liga,2425,Betis,Giovani Lo Celso,ARG,"MF,FW",28,1996,16.2,8,31,16,51.6,1.91,0.99,0.19,0.38,22.0,4,2,3,4.8,2.4,0.08,3.2,3.6
ESP-La Liga,2425,Betis,Héctor Bellerín,ESP,DF,29,1995,6.4,0,1,1,100.0,0.16,0.16,0.0,0.0,14.6,0,0,0,0.2,0.2,0.2,-0.2,-0.2
ESP-La Liga,2425,Betis,Iker Losada,ESP,"MF,FW",22,2001,3.7,0,5,1,20.0,1.34,0.27,0.0,0.0,18.5,0,0,0,0.5,0.5,0.1,-0.5,-0.5
ESP-La Liga,2425,Betis,Isco,ESP,MF,32,1992,17.2,9,38,9,23.7,2.21,0.52,0.11,0.44,22.0,4,5,6,8.6,3.9,0.1,0.4,0.1
ESP-La Liga,2425,Betis,Jesus Rodríguez,ESP,FW,18,2005,12.3,2,23,8,34.8,1.86,0.65,0.09,0.25,17.9,0,0,0,2.3,2.3,0.1,-0.3,-0.3
ESP-La Liga,2425,Betis,Johnny Cardoso,USA,MF,22,2001,23.8,3,19,7,36.8,0.8,0.29,0.16,0.43,14.9,0,0,0,2.0,2.0,0.11,1.0,1.0
ESP-La Liga,2425,Betis,Juanmi,ESP,"FW,MF",31,1993,2.7,0,6,1,16.7,2.21,0.37,0.0,0.0,14.1,0,0,0,0.7,0.7,0.11,-0.7,-0.7
ESP-La Liga,2425,Betis,Marc Bartra,ESP,DF,33,1991,23.3,2,18,5,27.8,0.77,0.21,0.11,0.4,20.8,1,0,0,1.2,1.2,0.07,0.8,0.8
ESP-La Liga,2425,Betis,Marc Roca,ESP,MF,27,1996,10.1,2,12,4,33.3,1.19,0.4,0.17,0.5,16.9,1,0,0,1.1,1.1,0.09,0.9,0.9
ESP-La Liga,2425,Betis,Mateo Flores,ESP,MF,20,2004,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Betis,Nabil Fekir,FRA,MF,31,1993,2.0,0,7,1,14.3,3.5,0.5,0.0,0.0,23.5,0,0,0,0.7,0.7,0.1,-0.7,-0.7
ESP-La Liga,2425,Betis,Natan,BRA,DF,23,2001,24.2,1,9,4,44.4,0.37,0.17,0.11,0.25,13.9,0,0,0,0.3,0.3,0.04,0.7,0.7
ESP-La Liga,2425,Betis,Nobel Mendy,FRA,DF,19,2004,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Betis,Pablo Fornals,ESP,"MF,FW",28,1996,20.3,2,23,4,17.4,1.13,0.2,0.09,0.5,21.7,0,0,0,1.8,1.8,0.08,0.2,0.2
ESP-La Liga,2425,Betis,Pablo Garcia,ESP,FW,17,2006,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Betis,Ricardo Rodríguez,SUI,DF,31,1992,14.2,0,5,1,20.0,0.35,0.07,0.0,0.0,26.3,2,0,0,0.2,0.2,0.04,-0.2,-0.2
ESP-La Liga,2425,Betis,Rodri,ESP,FW,24,2000,1.3,0,2,2,100.0,1.53,1.53,0.0,0.0,22.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ESP-La Liga,2425,Betis,Romain Perraud,FRA,DF,26,1997,22.2,2,20,5,25.0,0.9,0.22,0.1,0.4,21.7,0,0,0,0.6,0.6,0.03,1.4,1.4
ESP-La Liga,2425,Betis,Rui Silva,POR,GK,30,1994,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Betis,Sergi Altimira,ESP,MF,22,2001,21.9,0,21,4,19.0,0.96,0.18,0.0,0.0,21.2,0,0,0,1.7,1.6,0.08,-1.7,-1.6
ESP-La Liga,2425,Betis,Sergio Arribas,ESP,DF,21,2003,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Betis,Vitor Roque,BRA,FW,19,2005,13.7,4,41,18,43.9,2.99,1.31,0.1,0.22,14.5,0,0,0,6.1,6.1,0.15,-2.1,-2.1
ESP-La Liga,2425,Betis,William Carvalho,POR,MF,32,1992,5.4,0,4,1,25.0,0.74,0.19,0.0,0.0,16.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ESP-La Liga,2425,Betis,Youssouf Sabaly,SEN,DF,31,1993,17.6,0,5,0,0.0,0.28,0.0,0.0,,20.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ESP-La Liga,2425,Betis,Ángel Ortíz,ESP,DF,20,2004,3.9,0,2,0,0.0,0.51,0.0,0.0,,23.0,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,2425,Celta Vigo,Alfon,ESP,"FW,MF",25,1999,15.2,5,46,19,41.3,3.02,1.25,0.11,0.26,17.3,0,0,0,4.6,4.6,0.1,0.4,0.4
ESP-La Liga,2425,Celta Vigo,Anastasios Douvikas,GRE,FW,24,1999,7.8,3,17,9,52.9,2.19,1.16,0.18,0.33,11.1,0,0,0,4.4,4.4,0.26,-1.4,-1.4
ESP-La Liga,2425,Celta Vigo,Borja Iglesias,ESP,FW,31,1993,21.7,11,46,28,60.9,2.12,1.29,0.24,0.39,13.4,0,0,0,9.3,9.3,0.2,1.7,1.7
ESP-La Liga,2425,Celta Vigo,Carl Starfelt,SWE,DF,29,1995,25.2,1,5,1,20.0,0.2,0.04,0.2,1.0,11.6,0,0,0,0.5,0.5,0.1,0.5,0.5
ESP-La Liga,2425,Celta Vigo,Carlos Dominguez,ESP,DF,23,2001,13.1,0,3,1,33.3,0.23,0.08,0.0,0.0,8.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2
ESP-La Liga,2425,Celta Vigo,Damián Rodríguez,ESP,MF,21,2003,10.3,0,4,0,0.0,0.39,0.0,0.0,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2425,Celta Vigo,Fer López,,"FW,MF",,,7.5,2,20,5,25.0,2.68,0.67,0.1,0.4,15.7,0,0,0,2.7,2.7,0.14,-0.7,-0.7
ESP-La Liga,2425,Celta Vigo,Fran Beltrán,ESP,MF,25,1999,26.9,2,23,4,17.4,0.86,0.15,0.09,0.5,23.1,0,0,0,1.0,1.0,0.04,1.0,1.0
ESP-La Liga,2425,Celta Vigo,Franco Cervi,ARG,"FW,MF",30,1994,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Celta Vigo,Hugo Sotelo,ESP,MF,20,2003,13.9,0,4,0,0.0,0.29,0.0,0.0,,20.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ESP-La Liga,2425,Celta Vigo,Hugo Álvarez,ESP,"MF,DF",21,2003,17.5,4,25,9,36.0,1.43,0.52,0.16,0.44,16.2,1,0,0,2.5,2.5,0.1,1.5,1.5
ESP-La Liga,2425,Celta Vigo,Iago Aspas,ESP,"FW,MF",36,1987,19.4,10,46,18,39.1,2.37,0.93,0.11,0.28,21.3,3,5,6,8.7,4.0,0.09,1.3,1.0
ESP-La Liga,2425,Celta Vigo,Iker Losada,ESP,"FW,MF",22,2001,4.0,1,3,2,66.7,0.75,0.5,0.33,0.5,11.7,0,0,0,1.1,1.1,0.38,-0.1,-0.1
ESP-La Liga,2425,Celta Vigo,Ilaix Moriba,GUI,MF,21,2003,23.7,1,34,11,32.4,1.44,0.46,0.03,0.09,23.7,0,0,0,1.7,1.7,0.05,-0.7,-0.7
ESP-La Liga,2425,Celta Vigo,Iván Villar,ESP,GK,27,1997,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
